0.019043,-0.052246,0.97803
0.019043,-0.052246,0.97803
0.019043,-0.067871,0.99756
0.026855,-0.032715,0.98975
0.003418,-0.032715,0.99365
0,-0.0092773,1.0205
-0.0039063,-0.028809,1.0205
0.01123,-0.032715,1.0015
-0.0078125,-0.044434,1.0093
0.015137,-0.032715,1.0015
0.0073242,-0.032715,0.98193
0.003418,-0.024902,1.0054
-0.0039063,-0.056152,1.0127
0.022949,-0.040527,1.0093
0,-0.052246,0.98584
0.030762,-0.040527,0.99365
0.019043,-0.060059,0.98975
0.019043,-0.044434,1.0054
0.022949,-0.060059,1.0093
0.0073242,-0.032715,1.0015
0.026855,-0.067871,1.0054
0.035156,-0.060059,0.97412
0.022949,-0.044434,0.98584
0.01123,-0.052246,1.0054
-0.0039063,-0.052246,1.0015
0.022949,-0.052246,1.0054
0.003418,-0.052246,1.0015
0.019043,-0.04834,1.0015
0.01123,-0.036621,1.0054
0.003418,-0.056152,0.98584
0.015137,-0.028809,0.97412
0.019043,-0.040527,1.0015
-0.0078125,-0.044434,1.0015
0.003418,-0.056152,0.99365
0.01123,-0.060059,0.99365
0.003418,-0.04834,1.0015
0,-0.063965,1.0166
0,-0.056152,0.98193
-0.0039063,-0.04834,1.0054
0.01123,-0.060059,0.98975
0.01123,-0.052246,1.0015
0.030762,-0.056152,0.97803
0.022949,-0.052246,0.98193
0.019043,-0.036621,1.0015
0.035156,-0.060059,0.99756
0.015137,-0.056152,0.99365
0.019043,-0.067871,0.98975
0.022949,-0.036621,0.98193
0.022949,-0.052246,1.0054
0.01123,-0.032715,1.0015
0.019043,-0.063965,1.0127
0.019043,-0.052246,0.98193
0.003418,-0.032715,0.98975
0.019043,-0.032715,1.0015
0.019043,-0.052246,1.0093
0.01123,-0.056152,1.0205
0.022949,-0.067871,0.98584
0.019043,-0.060059,1.0127
0.026855,-0.040527,1.0127
0.022949,-0.020996,1.0054
0.026855,-0.060059,1.0015
0.030762,-0.052246,0.99365
0.030762,-0.056152,1.0054
0.01123,-0.056152,0.98584
-0.012207,-0.063965,0.98975
0.019043,-0.056152,0.97412
0.003418,-0.063965,1.0015
