0.20996,0.03125,-0.44873
0.20996,0.03125,-0.44873
0.20996,0.03125,-0.44873
0.21484,0.041016,-0.45361
0.21484,0.041016,-0.45361
0.21484,0.041016,-0.45361
0.21484,0.041016,-0.45361
0.21484,0.041016,-0.45361
0.21484,0.041016,-0.45361
0.21484,0.041016,-0.45361
0.2124,0.038574,-0.43848
0.2124,0.038574,-0.43848
0.2124,0.038574,-0.43848
0.20508,0.03125,-0.43848
0.20508,0.03125,-0.43848
0.20508,0.03125,-0.43848
0.20508,0.03125,-0.43848
0.20996,0.038574,-0.44141
0.20996,0.038574,-0.44141
0.20996,0.038574,-0.44141
0.20215,0.025879,-0.44385
0.20215,0.025879,-0.44385
0.20215,0.025879,-0.44385
0.20215,0.025879,-0.44385
0.20215,0.025879,-0.44385
0.20215,0.025879,-0.44385
0.20215,0.025879,-0.44385
0.21484,0.036133,-0.44629
0.21484,0.036133,-0.44629
0.21484,0.036133,-0.44629
0.2124,0.03125,-0.43604
0.2124,0.03125,-0.43604
0.2124,0.03125,-0.43604
0.2124,0.03125,-0.43604
0.20215,0.020996,-0.44385
0.20215,0.020996,-0.44385
0.20215,0.020996,-0.44385
0.20508,0.038574,-0.44629
0.20508,0.038574,-0.44629
0.20508,0.038574,-0.44629
0.21484,0.03125,-0.44141
0.21484,0.03125,-0.44141
0.21484,0.03125,-0.44141
0.21484,0.03125,-0.44141
0.20215,0.025879,-0.44629
0.20215,0.025879,-0.44629
0.20215,0.025879,-0.44629
0.20508,0.020996,-0.45117
0.20508,0.020996,-0.45117
0.20508,0.020996,-0.45117
0.20508,0.020996,-0.45117
0.20508,0.020996,-0.45117
0.20508,0.020996,-0.45117
0.20508,0.020996,-0.45117
0.21777,0.038574,-0.44629
0.21777,0.038574,-0.44629
0.21777,0.038574,-0.44629
0.2124,0.033691,-0.44873
0.2124,0.033691,-0.44873
0.2124,0.033691,-0.44873
0.2124,0.033691,-0.44873
0.20508,0.043457,-0.43604
0.20508,0.043457,-0.43604
0.20508,0.043457,-0.43604
0.20215,0.043457,-0.44873
0.20215,0.043457,-0.44873
0.20215,0.043457,-0.44873
0.20215,0.043457,-0.44873
0.20215,0.043457,-0.44873
0.20215,0.043457,-0.44873
0.20215,0.043457,-0.44873
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20508,0.043457,-0.44629
0.20508,0.043457,-0.44629
0.20508,0.043457,-0.44629
0.20508,0.043457,-0.44629
0.2124,0.03125,-0.44385
0.2124,0.03125,-0.44385
0.2124,0.03125,-0.44385
0.21484,0.038574,-0.44629
0.21484,0.038574,-0.44629
0.21484,0.038574,-0.44629
0.19238,0.033691,-0.44141
0.19238,0.033691,-0.44141
0.19238,0.033691,-0.44141
0.19238,0.033691,-0.44141
0.19971,0.04834,-0.44385
0.19971,0.04834,-0.44385
0.19971,0.04834,-0.44385
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.20752,0.041016,-0.43848
0.2124,0.038574,-0.44629
0.2124,0.038574,-0.44629
0.2124,0.038574,-0.44629
0.20996,0.025879,-0.45117
0.20996,0.025879,-0.45117
0.20996,0.025879,-0.45117
0.20996,0.025879,-0.45117
0.20215,0.038574,-0.44629
0.20215,0.038574,-0.44629
0.20215,0.038574,-0.44629
0.2124,0.043457,-0.44629
0.2124,0.043457,-0.44629
0.2124,0.043457,-0.44629
0.2124,0.043457,-0.44629
0.2124,0.043457,-0.44629
0.2124,0.043457,-0.44629
0.2124,0.043457,-0.44629
0.20752,0.038574,-0.45361
0.20752,0.038574,-0.45361
0.20752,0.038574,-0.45361
0.20752,0.038574,-0.44873
0.20752,0.038574,-0.44873
0.20752,0.038574,-0.44873
0.20752,0.038574,-0.44873
0.20996,0.033691,-0.44629
0.20996,0.033691,-0.44629
0.20996,0.033691,-0.44629
0.2124,0.033691,-0.43848
0.2124,0.033691,-0.43848
0.2124,0.033691,-0.43848
0.20508,0.03125,-0.44141
0.20508,0.03125,-0.44141
0.20508,0.03125,-0.44141
0.20508,0.03125,-0.44141
0.2124,0.038574,-0.45654
0.2124,0.038574,-0.45654
0.2124,0.038574,-0.45654
0.20752,0.041016,-0.44629
0.20752,0.041016,-0.44629
0.20752,0.041016,-0.44629
0.20752,0.041016,-0.44629
0.20752,0.041016,-0.44629
0.20752,0.041016,-0.44629
0.20752,0.041016,-0.44629
0.20752,0.028809,-0.44385
0.20752,0.028809,-0.44385
0.20752,0.028809,-0.44385
0.21484,0.036133,-0.44629
0.21484,0.036133,-0.44629
0.21484,0.036133,-0.44629
0.21484,0.036133,-0.44629
0.21777,0.036133,-0.44141
0.21777,0.036133,-0.44141
0.21777,0.036133,-0.44141
0.21484,0.041016,-0.44141
0.21484,0.041016,-0.44141
0.21484,0.041016,-0.44141
0.21484,0.041016,-0.44141
0.21484,0.041016,-0.44141
0.21484,0.041016,-0.44141
0.21484,0.041016,-0.44141
